,student_id,age,gender,family_income,internet_access,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,part_time_job,scholarship,stress_index,gpa,semester_gpa,cgpa,semester,department,parental_education,dropout
5852,148,18.1,Male,45124.0,Yes,3.12,78.0,0,10.9,No,Yes,5.3,2.68,2.23,2.27,Year 2,Engineering,Master,0
5853,1669,22.8,Female,49668.0,Yes,5.68,88.5,3,37.4,No,No,7.0,1.19,1.15,1.16,Year 3,CS,High School,1
5854,3089,17.0,Female,38486.0,Yes,5.51,83.6,1,37.5,Yes,Yes,5.5,1.9,1.86,1.88,Year 4,Science,PhD,0
5856,7651,23.4,Male,34680.0,Yes,3.74,68.2,4,36.4,No,Yes,8.0,0.0,0.0,0.0,Year 3,Engineering,High School,1
5857,408,20.7,Female,34605.0,Yes,5.97,86.9,1,19.7,Yes,Yes,9.4,2.63,2.19,2.19,Year 1,Engineering,Master,0
5858,9585,23.5,Female,25000.0,Yes,3.35,70.9,4,41.3,No,No,6.7,1.02,0.82,0.78,Year 2,Engineering,High School,1
5859,7789,20.9,Male,25000.0,Yes,4.18,72.5,1,23.0,Yes,No,7.5,2.75,2.8,2.8,Year 1,CS,Master,1
5860,3457,23.4,Male,32356.0,Yes,6.79,88.6,4,26.0,No,No,2.5,4.0,3.89,3.89,Year 1,Arts,Master,0
5861,6187,21.9,Male,69930.0,Yes,1.16,76.9,1,45.7,No,No,9.3,0.35,0.29,0.29,Year 4,Science,Bachelor,1
5862,4183,19.1,Female,26746.0,Yes,0.83,76.0,0,30.3,Yes,No,2.1,1.07,1.49,1.5,Year 2,CS,Master,0
5863,3577,19.2,Female,25000.0,Yes,2.62,99.3,2,24.5,No,No,6.8,2.16,2.07,2.11,Year 3,Arts,Bachelor,0
5864,3272,19.1,Female,25285.0,Yes,3.04,87.3,2,26.3,No,Yes,8.4,1.1,1.25,1.25,Year 1,Engineering,Bachelor,1
5865,4941,22.3,Male,25000.0,Yes,5.39,72.8,3,21.4,Yes,No,5.3,2.62,2.35,2.38,Year 4,Business,Bachelor,0
5866,1032,17.3,Male,35805.0,Yes,2.11,78.7,0,23.6,Yes,No,6.2,1.71,1.43,1.43,Year 1,Business,Bachelor,1
5867,8873,17.1,Female,41988.0,Yes,4.99,81.0,3,30.5,No,No,2.6,3.37,3.37,3.37,Year 1,Engineering,Bachelor,0
5868,6231,21.6,Male,25000.0,Yes,4.21,77.1,0,12.9,No,Yes,7.2,2.74,3.31,3.18,Year 3,CS,High School,0
5869,6593,24.2,Male,29630.0,Yes,4.23,70.5,2,44.4,Yes,Yes,5.7,2.84,2.98,2.98,Year 1,Engineering,Master,0
5870,8907,22.6,Female,25000.0,No,3.98,86.6,1,51.8,No,No,5.1,1.29,0.94,0.94,Year 1,Engineering,Bachelor,0
5871,9812,19.5,Male,25000.0,Yes,3.98,89.5,0,32.7,No,No,7.0,1.11,0.65,0.59,Year 2,Engineering,Unknown,0
5872,6725,19.9,Male,51312.0,No,5.7,76.5,5,43.5,No,Yes,5.4,3.76,3.73,3.73,Year 1,Science,High School,0
5873,8030,21.2,Female,25000.0,No,5.34,83.6,0,14.0,Yes,No,1.0,4.0,4.0,3.97,Year 4,Engineering,Master,0
5874,8053,20.1,Female,37604.0,Yes,3.99,94.6,0,51.6,No,Yes,3.2,3.43,3.48,3.55,Year 3,Arts,Bachelor,0
5875,856,19.7,Female,43561.0,Yes,3.57,66.5,1,39.9,Yes,No,5.2,1.18,1.5,1.5,Year 1,Science,High School,1
5877,8548,23.6,Male,36753.0,Yes,1.29,81.1,1,50.0,Yes,Yes,9.0,0.67,0.83,0.8,Year 2,Arts,Master,1
5878,79,21.2,Male,25000.0,Yes,4.16,76.1,2,25.1,No,No,6.1,0.7,1.08,1.27,Year 4,Engineering,High School,0
5879,7089,21.1,Male,32592.0,Yes,4.32,71.6,0,20.8,No,No,2.1,4.0,3.67,3.71,Year 4,Business,Bachelor,0
5880,2248,18.1,Male,41616.0,Yes,5.38,97.2,2,18.6,No,Yes,8.3,2.59,3.06,3.15,Year 3,Engineering,Bachelor,0
5881,8264,20.8,Female,44794.0,Yes,4.89,83.3,2,5.0,Yes,No,6.7,4.0,4.0,4.0,Year 3,Science,Bachelor,0
5882,4027,19.3,Female,25000.0,Yes,6.56,88.1,0,15.7,No,No,4.7,4.0,3.91,3.96,Year 4,Science,Bachelor,0
5884,9572,19.8,Male,25000.0,Yes,4.01,84.2,2,38.4,No,No,3.7,1.43,1.4,1.29,Year 4,Engineering,Bachelor,1
5885,9296,18.8,Female,25251.0,Yes,3.6,92.3,3,24.2,No,No,5.5,1.69,1.52,1.4,Year 4,Arts,High School,0
5886,715,20.9,Female,46815.0,Yes,3.98,92.7,1,10.1,Yes,No,6.2,1.5,1.82,1.86,Year 4,Engineering,Bachelor,0
5887,7452,22.0,Male,25000.0,Yes,4.17,95.1,0,21.8,Yes,No,4.3,3.33,3.69,3.69,Year 1,Engineering,Bachelor,0
5888,789,20.8,Male,25000.0,Yes,3.99,95.0,1,27.8,Yes,No,7.1,1.69,1.25,1.25,Year 1,Business,High School,0
5889,2280,22.0,Male,56181.0,Yes,3.38,95.6,1,28.0,No,No,3.4,3.11,3.06,3.12,Year 4,Engineering,Master,0
5890,4096,18.7,Female,26808.0,Yes,3.53,82.1,4,13.4,Yes,Yes,9.2,0.45,0.36,0.32,Year 4,Business,Bachelor,1
5891,3898,22.6,Female,26181.0,Yes,3.42,71.7,1,5.0,Yes,Yes,3.7,1.74,2.04,2.09,Year 3,Arts,Master,0
5892,7945,21.9,Female,30729.0,Yes,3.89,83.8,2,38.2,No,Yes,7.7,2.16,2.71,2.76,Year 2,Engineering,Unknown,1
5893,7178,18.9,Male,25000.0,No,6.14,85.4,1,17.7,No,Yes,6.6,2.69,2.74,2.68,Year 2,Engineering,Bachelor,0
5894,9077,20.3,Male,25000.0,Yes,2.91,80.7,1,13.3,Yes,Yes,6.5,2.17,1.76,1.77,Year 3,Engineering,Bachelor,0
5895,9453,19.6,Female,36814.0,No,4.59,82.3,2,15.6,No,No,6.3,2.11,2.43,2.43,Year 3,Engineering,Bachelor,0
5896,3632,19.6,Female,26717.0,Yes,3.94,93.8,2,15.9,Yes,No,3.9,3.25,3.23,3.29,Year 4,CS,Bachelor,0
5897,8625,23.2,Male,26845.0,Yes,7.95,76.5,0,29.9,No,No,7.6,1.67,1.9,1.95,Year 2,Science,Master,0
5898,7298,18.7,Male,25000.0,Yes,2.76,76.4,1,26.4,Yes,Yes,7.7,1.73,1.94,1.91,Year 2,CS,High School,0
5899,6273,20.8,Female,44046.0,Yes,5.01,71.6,2,40.8,No,No,4.6,2.45,2.5,2.5,Year 1,Science,PhD,0
5900,425,22.4,Male,33420.0,Yes,4.57,100.0,2,47.0,Yes,Yes,7.5,3.78,3.85,3.73,Year 2,Business,Bachelor,0
5901,393,18.1,Female,25395.0,Yes,4.63,82.3,2,33.0,No,No,6.1,3.22,3.23,3.28,Year 4,CS,Master,0
5902,3192,22.6,Male,25000.0,Yes,3.33,81.9,0,32.9,Yes,Yes,6.9,1.3,0.95,1.01,Year 4,Arts,Unknown,1
5903,17,18.8,Female,28037.0,Yes,4.24,90.0,2,36.5,No,Yes,4.6,2.55,2.2,2.2,Year 1,Engineering,High School,0
5904,6336,21.2,Male,68010.0,Yes,4.79,92.3,0,34.5,Yes,No,3.4,1.86,1.74,1.76,Year 2,Science,Bachelor,0
5905,4201,21.5,Male,35481.0,Yes,3.69,57.1,0,24.8,No,No,6.1,1.0,1.14,1.21,Year 3,CS,PhD,1
5906,2673,21.6,Female,31367.0,No,7.5,75.8,1,35.2,Yes,No,5.0,2.93,3.2,3.13,Year 2,Science,Bachelor,0
5907,2445,19.9,Female,32561.0,Yes,2.1,78.9,1,22.9,No,No,5.8,1.25,1.32,1.34,Year 4,Arts,Bachelor,0
5908,6698,23.5,Male,25000.0,Yes,2.11,81.0,3,41.1,No,Yes,4.8,2.69,2.9,2.96,Year 3,CS,Master,0
5909,6165,24.5,Male,43782.0,No,4.56,77.7,3,26.3,Yes,Yes,5.5,1.39,0.8,0.8,Year 1,Engineering,Master,0
5910,2602,22.4,Male,42698.0,Yes,3.11,78.3,0,38.0,No,No,6.6,3.01,3.18,3.18,Year 1,Business,Unknown,0
5911,3494,19.8,Female,25000.0,Yes,6.12,77.3,2,36.1,Yes,Yes,7.2,1.61,0.85,0.82,Year 2,Business,Bachelor,0
5912,6045,21.2,Female,25000.0,Yes,2.72,78.5,2,39.4,No,No,6.4,1.33,1.42,1.37,Year 4,Arts,Bachelor,0
5913,1460,22.5,Male,25000.0,Yes,4.58,79.2,1,43.1,Yes,Yes,2.6,3.54,3.28,3.27,Year 2,CS,High School,0
5915,9846,20.5,Female,31702.0,No,5.48,85.2,0,29.6,No,No,3.0,3.77,3.69,3.68,Year 4,Arts,High School,0
5916,7395,21.1,Female,34229.0,Yes,5.94,62.3,2,15.5,No,No,7.9,2.02,2.46,2.47,Year 2,Engineering,Master,0
5917,4840,19.6,Female,25000.0,Yes,2.43,81.8,2,52.5,No,No,3.8,0.64,0.61,0.64,Year 3,Arts,Bachelor,0
5918,8112,17.0,Female,69745.0,Yes,3.18,86.4,2,27.4,Yes,No,6.2,1.3,0.95,0.91,Year 3,Business,Unknown,1
5919,3836,20.1,Male,25000.0,No,5.06,80.1,2,34.0,No,Yes,6.1,2.41,2.36,2.4,Year 3,Business,Bachelor,0
5920,9314,20.8,Male,27030.0,Yes,3.79,75.4,4,5.5,No,No,5.2,2.95,2.89,2.87,Year 4,Engineering,Bachelor,0
5921,5684,21.1,Female,31455.0,Yes,3.59,67.4,5,40.3,Yes,No,6.4,0.49,0.67,0.71,Year 4,Arts,Unknown,1
5922,8749,17.0,Male,51607.0,Yes,2.77,95.1,1,28.1,No,No,2.5,3.62,3.43,3.45,Year 2,CS,Bachelor,0
5923,5828,21.1,Female,35986.0,No,5.42,89.5,0,33.8,No,No,3.2,4.0,4.0,4.0,Year 1,Engineering,Bachelor,0
5924,9749,19.5,Female,25000.0,Yes,3.78,81.4,2,19.9,No,No,6.1,1.33,1.64,1.68,Year 4,Science,High School,1
5925,4725,20.8,Female,53147.0,Yes,2.82,78.0,1,35.4,No,No,7.5,1.87,1.36,1.34,Year 2,Arts,Unknown,0
5926,8760,24.2,Male,46988.0,Yes,5.19,97.5,3,41.0,Yes,No,5.4,4.0,3.71,3.69,Year 2,Business,Bachelor,0
5929,6037,22.9,Male,39260.0,Yes,5.25,72.6,0,44.8,No,Yes,7.5,0.98,1.05,0.99,Year 3,CS,PhD,0
5930,4799,17.0,Male,25000.0,Yes,3.87,74.9,2,42.0,No,No,3.0,1.85,1.64,1.75,Year 2,Engineering,Bachelor,0
5931,2443,18.2,Female,70113.0,Yes,5.0,89.0,0,25.5,Yes,Yes,5.6,4.0,3.87,3.87,Year 1,Arts,Bachelor,0
5932,8646,17.0,Female,31399.0,Yes,4.98,85.8,0,30.7,Yes,Yes,3.7,4.0,3.85,3.91,Year 4,Business,Master,0
5933,4593,22.2,Female,52479.0,Yes,2.73,75.4,1,5.0,No,No,7.5,1.39,1.32,1.32,Year 1,Engineering,Bachelor,1
5934,8773,19.3,Male,37074.0,No,7.45,69.9,0,21.2,Yes,No,4.4,3.49,3.49,3.46,Year 2,Engineering,Bachelor,0
5935,465,20.8,Female,25000.0,Yes,3.6,80.5,3,26.9,No,No,5.4,1.39,1.76,1.74,Year 3,Arts,High School,0
5936,164,19.2,Male,56529.0,Yes,3.37,81.2,1,25.7,No,No,9.8,1.17,1.01,1.06,Year 2,Business,Bachelor,1
5937,9262,24.3,Male,28430.0,Yes,4.87,78.4,2,44.3,No,No,4.3,2.67,2.75,2.72,Year 3,CS,Master,0
5938,9434,19.6,Female,47275.0,Yes,2.17,65.1,1,17.1,No,No,6.5,0.37,0.62,0.56,Year 3,Science,High School,1
5939,8406,17.0,Male,25000.0,Yes,1.87,68.5,4,36.4,Yes,Yes,4.7,1.0,0.73,0.73,Year 4,Engineering,Master,0
5940,9778,21.4,Male,25000.0,Yes,4.95,72.0,2,29.1,Yes,No,7.1,1.15,1.09,1.11,Year 4,Science,Unknown,0
5941,9479,21.3,Male,25000.0,No,4.55,84.3,2,33.7,No,No,5.0,4.0,3.6,3.6,Year 1,Science,Master,0
5942,7381,23.0,Female,25000.0,Yes,6.56,75.0,1,37.8,No,Yes,5.2,3.02,2.92,2.96,Year 4,Engineering,High School,1
5943,6637,21.8,Female,47599.0,Yes,4.75,69.6,1,30.5,Yes,No,4.3,2.03,2.16,2.06,Year 2,Science,Master,0
5944,242,20.7,Female,25000.0,Yes,2.87,76.8,1,15.0,Yes,No,5.6,0.85,0.94,0.88,Year 3,Engineering,Bachelor,0
5945,2010,23.1,Female,46814.0,Yes,2.34,94.3,1,41.6,No,No,5.8,4.0,3.76,3.69,Year 4,CS,Bachelor,0
5946,6357,25.7,Male,25000.0,Yes,5.86,89.6,2,20.1,No,No,6.4,4.0,4.0,4.0,Year 1,Science,Master,0
5947,3085,20.6,Male,31093.0,No,4.66,74.5,2,54.4,Yes,No,5.1,4.0,4.0,4.0,Year 2,Engineering,High School,0
5948,6209,20.9,Male,25000.0,Yes,2.85,84.9,1,35.7,Yes,No,7.7,1.95,1.73,1.78,Year 4,Arts,Master,0
5949,901,21.8,Female,25543.0,Yes,4.83,86.0,1,23.4,Yes,Yes,2.0,2.57,2.47,2.47,Year 1,CS,High School,0
5950,5543,23.7,Male,25000.0,Yes,4.53,83.5,4,19.8,Yes,Yes,3.3,2.65,2.78,2.81,Year 2,Business,PhD,1
5951,6008,17.5,Male,25000.0,No,3.19,74.0,2,26.0,No,No,6.1,1.93,1.54,1.54,Year 1,Business,Master,0
5952,7639,24.2,Male,25000.0,Yes,1.69,87.4,1,43.0,Yes,Yes,4.2,0.88,1.45,1.44,Year 3,Arts,High School,1
5953,6794,19.7,Female,72047.0,Yes,4.27,76.2,3,28.1,Yes,No,4.9,4.0,4.0,3.99,Year 2,Arts,Bachelor,0
5954,8870,18.0,Male,25000.0,Yes,6.5,99.5,1,27.1,No,No,6.9,1.59,1.32,1.43,Year 2,Business,High School,1
5955,7759,17.9,Female,25798.0,Yes,6.23,63.7,2,18.9,Yes,No,4.6,3.1,2.61,2.61,Year 1,Science,High School,0
5956,4838,19.3,Female,25000.0,Yes,4.82,91.1,1,27.0,No,Yes,2.1,2.92,3.5,3.52,Year 2,Engineering,High School,0
5957,2294,19.2,Female,25000.0,Yes,7.93,72.1,0,25.9,Yes,Yes,3.2,2.67,2.7,2.7,Year 1,Business,Master,1
5958,6549,21.9,Female,59573.0,Yes,3.42,82.3,3,24.5,Yes,No,7.5,3.97,3.5,3.5,Year 2,Engineering,High School,0
5959,7899,18.1,Female,29203.0,No,4.03,97.8,2,31.5,No,Yes,6.4,2.85,2.64,2.71,Year 3,Science,Bachelor,0
5960,7978,22.6,Female,25000.0,Yes,3.63,71.3,1,16.0,Yes,No,3.8,1.4,0.84,0.81,Year 3,Engineering,Unknown,0
5961,4482,21.6,Male,35540.0,No,4.64,87.9,0,50.9,No,No,7.3,3.05,2.64,2.63,Year 2,Science,Master,0
5962,5303,22.9,Male,25000.0,Yes,5.36,80.7,2,32.5,Yes,No,5.9,2.52,2.47,2.47,Year 4,Science,Master,0
5963,4606,20.4,Male,40873.0,Yes,4.84,72.4,3,25.6,No,No,2.8,2.02,2.18,2.24,Year 4,Business,High School,0
5964,3717,28.1,Female,34055.0,Yes,6.05,75.0,3,36.0,Yes,No,8.1,1.79,1.62,1.62,Year 1,Science,Bachelor,1
5965,9072,19.9,Male,27541.0,Yes,4.97,71.3,1,36.4,Yes,No,4.7,2.34,2.92,2.92,Year 1,CS,Bachelor,1
5966,6141,19.9,Male,44498.0,Yes,4.27,85.1,1,39.2,Yes,No,9.2,0.93,0.86,0.86,Year 1,CS,Master,1
5967,1765,20.5,Male,25000.0,Yes,4.09,80.5,1,55.3,Yes,Yes,3.6,1.98,1.53,1.55,Year 4,CS,Unknown,0
5968,6599,17.1,Male,26761.0,Yes,3.78,77.9,4,14.1,No,No,3.2,2.72,2.54,2.54,Year 1,Engineering,Bachelor,1
5969,1550,23.7,Male,28508.0,Yes,3.34,75.5,2,20.6,Yes,No,4.5,2.24,2.32,2.29,Year 3,Science,High School,0
5970,3030,21.1,Female,47914.0,Yes,3.51,100.0,4,21.0,Yes,Yes,6.1,2.26,2.02,2.04,Year 4,Business,Master,1
5971,8654,20.7,Male,46486.0,Yes,8.83,74.8,0,26.4,No,Yes,6.0,1.25,1.53,1.45,Year 4,Engineering,High School,0
5973,6663,22.9,Male,26670.0,Yes,4.32,90.4,2,33.0,Yes,Yes,7.1,1.97,2.55,2.47,Year 4,Arts,Bachelor,0
5974,6627,21.8,Female,25000.0,Yes,3.86,64.0,0,23.1,Yes,No,3.6,1.06,1.5,1.5,Year 3,Arts,High School,1
5975,2045,19.2,Female,58051.0,Yes,4.23,71.9,1,27.8,Yes,No,6.0,1.6,1.64,1.68,Year 2,CS,High School,1
5976,768,24.9,Female,26410.0,Yes,3.3,89.4,2,34.0,Yes,Yes,7.6,2.52,2.66,2.73,Year 3,Science,Master,0
5977,5694,18.7,Female,41551.0,Yes,4.31,80.8,3,33.1,Yes,No,6.1,3.74,3.39,3.39,Year 1,Business,Unknown,0
5978,7871,24.4,Male,25000.0,Yes,2.79,70.2,0,24.2,No,No,5.2,2.68,3.32,3.39,Year 3,Business,Bachelor,0
5979,7796,23.6,Male,25000.0,Yes,3.15,81.1,1,43.2,No,No,5.7,1.38,1.58,1.58,Year 1,Science,High School,1
5982,7858,19.1,Male,42421.0,Yes,2.7,84.9,4,21.0,No,Yes,5.4,2.29,2.31,2.31,Year 1,Science,Master,0
5983,3303,21.5,Female,25000.0,Yes,6.47,95.0,2,14.9,No,No,3.9,4.0,4.0,3.97,Year 4,Engineering,High School,0
5984,4518,21.8,Male,29835.0,Yes,6.35,79.3,2,40.7,Yes,No,5.3,4.0,3.85,3.85,Year 1,Business,Bachelor,0
5985,4220,17.0,Female,32482.0,Yes,1.68,83.8,0,13.9,Yes,No,9.9,0.0,0.0,0.18,Year 4,Engineering,Bachelor,1
5986,9079,18.7,Male,45049.0,Yes,2.34,80.3,2,22.8,Yes,No,7.2,1.51,1.86,1.86,Year 1,Science,Bachelor,0
5987,9941,19.8,Female,25000.0,Yes,1.29,87.4,1,25.3,Yes,Yes,3.2,3.35,2.81,2.81,Year 1,Arts,High School,0
5988,3293,23.8,Female,33142.0,Yes,2.7,88.3,0,34.5,No,Yes,7.9,0.09,0.01,0.02,Year 3,Science,Bachelor,1
5989,820,23.3,Female,25000.0,Yes,4.49,99.7,0,5.0,Yes,No,6.9,4.0,4.0,4.0,Year 1,Engineering,Bachelor,0
5990,1404,22.6,Male,45601.0,Yes,2.95,81.3,0,35.0,No,No,9.3,0.0,0.46,0.43,Year 4,Business,Bachelor,1
5991,1383,25.7,Female,39705.0,No,2.4,67.8,4,27.6,Yes,No,6.5,1.22,1.03,1.09,Year 3,CS,Bachelor,0
5992,2149,20.8,Male,45685.0,Yes,3.1,97.1,1,29.9,No,No,8.2,0.71,0.23,0.23,Year 1,CS,High School,1
5993,6929,20.9,Female,34420.0,Yes,2.82,83.9,1,38.5,No,Yes,5.5,2.83,3.04,3.02,Year 4,Business,Bachelor,0
5994,5672,21.1,Female,40464.0,Yes,2.88,78.1,0,25.6,No,Yes,5.5,2.49,3.1,3.08,Year 4,Science,Bachelor,0
5995,1639,25.5,Male,25000.0,Yes,2.53,99.9,0,17.2,No,No,3.1,2.75,3.39,3.41,Year 4,Science,Bachelor,0
5996,5892,22.6,Female,25000.0,Yes,2.38,81.8,2,55.7,No,No,7.6,1.29,1.46,1.56,Year 3,Engineering,Bachelor,1
5997,7428,18.4,Female,53336.0,Yes,4.22,86.2,0,24.1,No,No,4.7,2.57,2.69,2.68,Year 2,Science,PhD,0
5998,609,17.1,Female,32038.0,Yes,2.03,72.3,1,29.8,No,No,4.4,0.29,0.66,0.66,Year 1,Engineering,Bachelor,0
5999,6908,20.2,Male,46605.0,Yes,5.4,72.7,3,9.6,Yes,No,9.2,1.75,1.79,1.73,Year 4,Business,Master,0
6000,400,23.7,Female,64237.0,Yes,4.38,79.4,3,30.6,Yes,No,4.1,1.97,1.59,1.53,Year 3,Business,High School,0
6001,7248,21.0,Female,25766.0,Yes,2.84,88.5,3,13.5,Yes,No,5.5,0.67,0.73,0.74,Year 4,Business,PhD,0
6002,6407,20.8,Male,28139.0,Yes,5.75,69.1,0,19.2,No,No,4.4,2.5,2.06,2.06,Year 1,Business,Bachelor,0
6003,883,19.9,Male,25000.0,Yes,4.15,77.9,4,36.6,No,No,7.9,0.29,0.15,0.21,Year 2,Business,Bachelor,1
6004,3566,21.1,Male,25000.0,No,1.22,85.9,0,34.0,No,Yes,2.3,4.0,3.64,3.61,Year 4,Science,Bachelor,0
6005,4286,21.4,Female,25000.0,Yes,5.14,80.5,3,21.3,No,No,4.6,1.08,1.1,1.1,Year 1,Business,Bachelor,0
6006,1180,18.6,Male,28896.0,No,4.74,90.0,1,35.0,Yes,Yes,6.1,3.31,3.35,3.39,Year 2,CS,Bachelor,0
6007,5449,21.7,Male,25000.0,Yes,3.44,80.6,1,38.1,No,No,2.5,2.92,2.58,2.58,Year 1,Engineering,Master,0
6008,4245,21.1,Female,25000.0,Yes,2.45,83.4,1,6.8,No,Yes,4.4,3.37,3.48,3.45,Year 3,Science,High School,0
6009,5219,19.9,Male,25000.0,Yes,3.09,85.6,2,18.9,Yes,No,8.0,0.89,1.3,1.3,Year 1,Science,Master,0
6010,3977,22.1,Male,25000.0,No,4.34,77.9,1,28.4,No,Yes,5.9,1.46,1.73,1.75,Year 4,Science,Bachelor,1
6011,2131,22.0,Male,25394.0,Yes,6.0,81.2,5,25.3,No,Yes,7.7,2.96,3.27,3.27,Year 1,Business,Bachelor,1
6012,5079,21.7,Female,25000.0,Yes,2.09,68.4,3,31.5,No,No,6.2,1.04,0.91,0.89,Year 3,Business,High School,0
6013,457,20.8,Male,25000.0,Yes,4.46,69.2,3,39.2,No,Yes,4.3,3.66,3.43,3.35,Year 2,Arts,High School,0
6015,5176,25.0,Male,52230.0,Yes,4.45,81.4,3,40.3,No,No,4.0,1.99,1.5,1.44,Year 4,CS,Master,0
6016,1951,17.1,Female,45222.0,Yes,6.09,97.4,2,38.1,Yes,Yes,3.0,3.36,3.55,3.47,Year 3,Arts,Bachelor,0
6017,5373,18.6,Female,25313.0,No,4.66,90.3,5,37.0,No,Yes,5.1,2.87,3.01,3.09,Year 3,Engineering,Master,0
6018,690,22.0,Female,25000.0,Yes,4.75,76.9,2,30.3,No,No,6.9,3.36,3.43,3.48,Year 3,Science,Bachelor,0
6019,8853,17.3,Male,31588.0,Yes,2.57,86.3,1,38.3,No,No,5.4,1.47,1.54,1.5,Year 4,Engineering,Bachelor,1
6020,6526,21.6,Male,35227.0,No,4.5,82.4,2,36.7,No,Yes,5.7,2.99,2.77,2.76,Year 4,Arts,High School,0
6021,9822,21.9,Female,25000.0,Yes,4.73,91.2,2,29.9,No,Yes,4.4,4.0,4.0,4.0,Year 3,CS,High School,0
6022,6489,21.9,Male,40356.0,Yes,4.98,86.2,2,31.4,No,Yes,4.7,2.91,3.49,3.42,Year 2,Business,Bachelor,0
6023,6922,19.6,Female,32471.0,Yes,3.27,80.1,2,21.4,No,No,6.6,0.55,0.75,0.75,Year 1,Business,High School,1
6024,1954,19.6,Male,32602.0,Yes,1.91,88.7,4,33.7,No,No,3.1,4.0,4.0,3.91,Year 4,CS,Bachelor,0
6025,7635,25.1,Female,25000.0,Yes,2.82,84.5,4,43.8,No,No,4.8,1.43,1.28,1.2,Year 2,Arts,Master,0
6026,5637,25.6,Male,27810.0,Yes,4.31,95.9,2,35.3,No,No,4.3,3.9,3.84,3.83,Year 3,Arts,High School,0
6027,7155,20.2,Female,25000.0,Yes,4.77,79.7,3,39.9,No,No,5.7,2.54,2.42,2.35,Year 2,CS,Master,0
6028,8425,22.3,Male,63337.0,Yes,4.59,72.8,2,32.8,Yes,Yes,4.5,3.06,3.04,3.04,Year 1,Science,Bachelor,0
6029,6611,22.5,Male,25000.0,Yes,4.32,95.3,2,39.2,Yes,Yes,5.1,3.71,3.73,3.73,Year 3,CS,High School,0
6031,8731,20.0,Female,25000.0,Yes,4.59,73.6,2,24.5,No,Yes,5.1,1.13,1.11,1.21,Year 3,Science,High School,1
6032,3202,21.9,Male,36929.0,No,4.61,81.3,0,24.5,No,No,6.4,1.26,1.24,1.36,Year 3,Science,Bachelor,0
6033,4350,19.8,Male,53817.0,Yes,1.71,84.0,4,28.2,No,No,3.9,1.79,1.49,1.49,Year 1,Arts,Bachelor,0
6034,4139,23.0,Male,33675.0,Yes,4.21,75.3,0,23.0,No,Yes,3.8,2.36,2.21,2.22,Year 2,Arts,Bachelor,0
6035,1885,20.9,Female,30368.0,Yes,3.38,81.4,1,34.3,Yes,Yes,5.5,2.0,2.52,2.53,Year 3,CS,Bachelor,0
6037,4486,17.5,Female,44629.0,Yes,6.91,96.5,5,32.2,No,No,4.7,4.0,4.0,4.0,Year 3,Business,Bachelor,0
6038,2495,18.2,Male,25000.0,No,4.57,80.9,1,42.5,Yes,Yes,7.4,3.32,3.43,3.43,Year 1,Arts,Bachelor,0
6039,5948,23.6,Female,34407.0,Yes,6.1,92.8,1,14.7,Yes,No,5.5,3.99,4.0,4.0,Year 1,Science,PhD,0
6040,3037,20.2,Male,47227.0,Yes,2.79,82.4,3,26.6,Yes,No,3.2,2.94,2.97,3.02,Year 3,Business,PhD,0
6041,5778,20.2,Male,57763.0,Yes,5.99,67.6,0,22.9,Yes,Yes,5.1,2.38,2.43,2.43,Year 1,Arts,Bachelor,1
6042,3604,21.0,Female,25000.0,Yes,3.16,79.4,1,40.7,No,No,4.6,0.0,0.66,0.65,Year 3,Business,Bachelor,0
6043,846,22.1,Female,25000.0,Yes,3.88,82.7,0,36.9,No,No,4.6,4.0,3.86,3.86,Year 1,Arts,High School,0
6044,543,22.2,Female,31060.0,Yes,3.68,80.8,2,26.5,Yes,Yes,4.9,3.48,3.56,3.56,Year 1,Science,Master,0
6045,3725,19.6,Female,32929.0,Yes,3.75,91.7,3,17.4,No,No,7.9,2.03,2.25,2.25,Year 4,Science,High School,0
6046,4188,19.4,Female,30983.0,Yes,4.54,70.6,0,21.8,No,No,7.7,1.87,2.08,2.18,Year 4,Arts,High School,0
6047,3680,20.8,Male,25000.0,Yes,5.39,75.3,1,23.3,Yes,No,9.0,2.31,2.4,2.44,Year 3,Business,High School,0
6049,7968,20.2,Male,58804.0,No,1.58,76.9,1,16.7,No,Yes,3.8,3.33,3.44,3.44,Year 1,CS,Master,0
6050,8486,22.7,Female,25000.0,Yes,2.26,66.6,1,17.6,No,No,7.2,0.0,0.17,0.24,Year 3,Business,High School,1
6051,6076,19.3,Female,28754.0,Yes,5.2,79.5,3,29.4,Yes,No,5.8,0.58,0.78,0.7,Year 4,CS,Bachelor,1
6052,7341,19.7,Female,25000.0,No,2.69,87.1,1,44.0,Yes,Yes,4.7,3.7,3.76,3.77,Year 4,CS,Bachelor,0
6053,8226,19.9,Female,27744.0,No,3.72,88.7,2,35.1,Yes,No,7.1,4.0,3.63,3.63,Year 1,Arts,Master,0
6054,7247,20.7,Male,25000.0,Yes,4.61,88.0,5,54.8,No,No,5.7,1.2,0.96,0.98,Year 4,Business,PhD,0
6055,9711,18.7,Female,64149.0,Yes,4.1,89.7,2,31.6,No,Yes,5.7,3.04,2.69,2.71,Year 3,CS,Bachelor,0
6056,8291,20.8,Male,25000.0,No,1.94,84.3,1,31.0,No,No,6.7,2.9,2.94,2.93,Year 3,Science,PhD,0
